date,category,product_name,quantity,price,total_amount,discount,final_amount
10/26/2023,Canned Goods,Pasta,4,4.45,17.8,2.78,15.02
9/21/2024,Snacks & Candy,Yogurt,2,4.26,8.52,0,8.52
6/28/2024,Bakery,Rice,2,26.7,53.4,8.01,45.39
9/22/2023,Produce,Ground Beef,5,26.81,134.05,26.81,107.24
2/9/2025,Produce,Rice,1,7.27,7.27,1.45,5.82
10/18/2023,Snacks & Candy,Cereal,4,29.53,118.12,11.81,106.31
7/22/2025,Personal Care,Rice,2,3.24,6.48,3.48,3
7/3/2025,Frozen Foods,Bananas,3,13.9,41.7,1.21,40.49
6/22/2024,Health & Wellness,Yogurt,4,22.5,90,13.5,76.5
7/28/2024,Health & Wellness,Bananas,3,23.33,69.99,10.5,59.49
10/31/2024,Frozen Foods,Salmon,2,4.48,8.96,0.9,8.06
9/2/2024,Produce,Chicken Breast,1,22.01,22.01,3.3,18.71
12/13/2024,Household Items,Potatoes,1,22.2,22.2,2.59,19.61
10/4/2023,Produce,Milk,4,13.53,54.12,10.82,43.3
7/9/2024,Household Items,Milk,1,28.81,28.81,0,28.81
2/6/2024,Beverages,Yogurt,3,1.7,5.1,1.02,4.08
2/25/2024,Produce,Milk,5,25.22,126.1,25.22,100.88
7/26/2025,Frozen Foods,Orange Juice,1,18.33,18.33,1.66,16.67
2/1/2025,Personal Care,Onions,2,10.29,20.58,2.06,18.52
4/10/2024,Household Items,Tomatoes,3,14.55,43.65,8.73,34.92
3/5/2024,Health & Wellness,Onions,4,11.44,45.76,2.01,43.75
10/4/2023,Canned Goods,Orange Juice,4,14.06,56.24,2.37,53.87
11/20/2023,Household Items,Cereal,5,19.34,96.7,1.56,95.14
12/5/2023,Snacks & Candy,Bread,4,26.53,106.12,1.42,104.7
12/12/2023,Frozen Foods,Onions,2,22.44,44.88,4.49,40.39
8/2/2024,Canned Goods,Orange Juice,5,28.16,140.8,28.16,112.64
6/17/2024,Snacks & Candy,Chicken Breast,2,19.56,39.12,0,39.12
9/26/2024,Produce,Carrots,1,15.35,15.35,0,15.35
3/27/2025,Bakery,Tomatoes,3,24.92,74.76,14.95,59.81
7/23/2024,Produce,Bananas,3,4.5,13.5,2.01,11.49
7/31/2024,Snacks & Candy,Orange Juice,4,1.3,5.2,0.78,4.42
5/30/2025,Canned Goods,Yogurt,3,13.42,40.26,0,40.26
10/16/2023,Health & Wellness,Potatoes,1,15.49,15.49,2.32,13.17
4/25/2025,Snacks & Candy,Onions,1,13.25,13.25,0,13.25
5/9/2025,Produce,Tomatoes,1,28.91,28.91,2.89,26.02
1/21/2024,Personal Care,Bread,1,8.11,8.11,0.81,7.3
11/30/2023,Canned Goods,Ground Beef,5,29.53,147.65,22.15,125.5
2/9/2025,Beverages,Yogurt,5,12.9,64.5,4.45,60.05
5/9/2024,Personal Care,Salmon,1,15.55,15.55,0,15.55
9/8/2024,Personal Care,Milk,3,17.97,53.91,10.78,43.13
1/13/2025,Frozen Foods,Apples,1,9.41,9.41,3.75,5.66
2/25/2024,Bakery,Potatoes,4,8.21,32.84,3.28,29.56
8/31/2023,Frozen Foods,Apples,2,10.85,21.7,4.34,17.36
5/31/2025,Dairy,Chicken Breast,2,5.03,10.06,1.01,9.05
10/11/2024,Canned Goods,Cheese,1,21.53,21.53,0,21.53
10/19/2023,Dairy,Cheese,4,1.96,7.84,1.26,6.58
10/25/2023,Health & Wellness,Orange Juice,4,12.63,50.52,10.1,40.42
11/9/2023,Produce,Apples,1,17.53,17.53,1.75,15.78
9/23/2023,Canned Goods,Onions,3,14.85,44.55,2.65,41.9
11/16/2023,Produce,Ground Beef,2,5.26,10.52,2.49,8.03
5/7/2025,Produce,Chicken Breast,5,20.3,101.5,15.22,86.28
5/22/2024,Canned Goods,Ground Beef,4,24.23,96.92,9.69,87.23
11/1/2024,Bakery,Chicken Breast,2,12.24,24.48,4.9,19.58
7/19/2025,Personal Care,Eggs,1,14.84,14.84,2.97,11.87
8/23/2023,Health & Wellness,Orange Juice,2,25,50,5,45
1/7/2024,Canned Goods,Tomatoes,1,6.58,6.58,0.66,5.92
4/26/2025,Household Items,Ground Beef,2,14.89,29.78,0,29.78
10/17/2023,Bakery,Carrots,3,15.41,46.23,1.12,45.11
11/10/2023,Personal Care,Bread,2,23.4,46.8,7.02,39.78
7/30/2024,Frozen Foods,Salmon,3,9.79,29.37,4.41,24.96
12/15/2023,Personal Care,Potatoes,4,22.96,91.84,9.18,82.66
5/6/2025,Dairy,Potatoes,3,16.44,49.32,7.4,41.92
8/26/2024,Frozen Foods,Rice,5,15.88,79.4,15.88,63.52
5/30/2024,Canned Goods,Rice,2,24.94,49.88,7.48,42.4
